Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW55,OUT045,
FDT01,OUT010,
FDG58,OUT013,
FDK21,OUT017,
NCS41,OUT019,
FDS10,OUT045,
NCT53,OUT046,
FDJ28,OUT018,
FDX44,OUT045,
FDT20,OUT018,
FDO44,OUT017,
NCX17,OUT049,
FDY01,OUT017,
FDJ12,OUT027,
DRK35,OUT018,
FDD47,OUT019,
NCM53,OUT035,
FDO45,OUT013,
NCM42,OUT010,
FDE04,OUT046,
NCI30,OUT027,
FDZ19,OUT013,
FDW57,OUT013,
FDA25,OUT013,
FDT22,OUT046,
FDP51,OUT013,
FDD48,OUT027,
FDY39,OUT035,
FDO48,OUT010,
FDD23,OUT027,
DRN35,OUT027,
FDT01,OUT035,
FDC20,OUT010,
DRJ35,OUT035,
FDB32,OUT046,
FDL24,OUT046,
NCV42,OUT035,
FDZ46,OUT046,
FDC15,OUT013,
FDD08,OUT019,
FDY50,OUT049,
FDD36,OUT013,
FDG57,OUT027,
FDL21,OUT018,
FDN16,OUT027,
FDJ09,OUT027,
FDS01,OUT010,
FDV33,OUT017,
DRE12,OUT017,
FDR07,OUT013,
FDP48,OUT010,
NCB55,OUT035,
FDQ08,OUT013,
FDR34,OUT035,
FDO33,OUT046,
FDP13,OUT045,
FDX12,OUT049,
NCT06,OUT049,
FDR16,OUT019,
FDE36,OUT046,
FDZ36,OUT049,
FDV13,OUT045,
NCZ17,OUT035,
FDU56,OUT045,
FDM09,OUT035,
FDV02,OUT017,
FDS34,OUT018,
FDA11,OUT049,
FDP09,OUT017,
FDB29,OUT027,
FDT19,OUT017,
DRH15,OUT017,
FDY38,OUT046,
FDF14,OUT027,
FDN48,OUT010,
FDQ12,OUT013,
NCJ43,OUT045,
FDE17,OUT019,
FDB05,OUT035,
FDH10,OUT045,
NCR06,OUT017,
FDU32,OUT018,
FDD56,OUT049,
FDO36,OUT018,
FDH16,OUT010,
FDX10,OUT018,
FDZ37,OUT017,
FDU31,OUT010,
DRC49,OUT049,
FDL15,OUT045,
FDN32,OUT019,
DRH59,OUT027,
NCU29,OUT049,
FDR37,OUT019,
FDS14,OUT018,
FDU02,OUT027,
FDJ08,OUT035,
NCZ06,OUT045,
FDO31,OUT049,
FDH31,OUT018,
FDS58,OUT017,
NCA53,OUT027,
FDF50,OUT046,
NCW42,OUT049,
NCQ17,OUT045,
FDK51,OUT018,
NCW41,OUT010,
NCR29,OUT017,
FDB08,OUT019,
FDA40,OUT027,
FDL14,OUT018,
FDB47,OUT046,
FDO03,OUT035,
DRK13,OUT019,
FDX13,OUT010,
FDF52,OUT046,
FDT11,OUT013,
FDB08,OUT013,
FDQ28,OUT018,
FDD29,OUT045,
NCQ29,OUT027,
NCO02,OUT013,
FDR56,OUT010,
NCM54,OUT049,
FDP51,OUT035,
FDT38,OUT013,
FDZ20,OUT018,
FDJ53,OUT013,
FDX13,OUT049,
FDP58,OUT035,
NCK31,OUT019,
FDA35,OUT018,
FDV37,OUT018,
NCO07,OUT027,
FDA20,OUT045,
FDZ59,OUT035,
NCY17,OUT017,
FDQ28,OUT035,
FDV35,OUT017,
FDQ36,OUT013,
FDD34,OUT018,
FDK51,OUT045,
FDV31,OUT035,
FDR04,OUT035,
FDR14,OUT049,
DRC36,OUT010,
FDE39,OUT019,
FDP57,OUT049,
FDE57,OUT046,
NCN18,OUT046,
NCQ05,OUT018,
FDW47,OUT035,
FDV46,OUT035,
NCP29,OUT045,
FDE09,OUT018,
NCU06,OUT027,
FDT19,OUT010,
DRF15,OUT017,
DRI51,OUT013,
NCX54,OUT013,
DRE01,OUT013,
NCB07,OUT045,
FDU50,OUT035,
FDG40,OUT035,
FDW10,OUT018,
FDX51,OUT013,
NCP17,OUT045,
FDP21,OUT035,
FDL04,OUT045,
FDV23,OUT013,
FDF24,OUT046,
FDH56,OUT027,
FDB51,OUT049,
FDI58,OUT027,
FDR20,OUT013,
FDC51,OUT018,
FDB16,OUT027,
FDE40,OUT049,
NCM17,OUT035,
FDU56,OUT035,
FDS32,OUT019,
FDX02,OUT049,
FDT39,OUT027,
FDE35,OUT017,
NCI42,OUT019,
DRL23,OUT046,
FDA10,OUT046,
FDA11,OUT013,
NCM06,OUT046,
NCT05,OUT035,
NCQ02,OUT010,
NCY06,OUT049,
FDY56,OUT035,
FDL02,OUT035,
NCI06,OUT035,
FDQ14,OUT045,
FDQ12,OUT017,
FDP36,OUT046,
FDK21,OUT027,
FDO40,OUT045,
NCK54,OUT019,
FDY09,OUT018,
NCW30,OUT049,
NCC55,OUT027,
FDE58,OUT018,
FDR39,OUT013,
FDU28,OUT049,
FDH08,OUT017,
FDG35,OUT045,
FDG22,OUT049,
FDC34,OUT035,
FDP15,OUT018,
FDK34,OUT010,
FDU45,OUT035,
FDQ04,OUT027,
FDX22,OUT018,
FDB45,OUT017,
NCH43,OUT027,
DRE60,OUT046,
FDD17,OUT027,
NCM54,OUT017,
NCH55,OUT013,
NCT06,OUT017,
FDA48,OUT027,
FDY58,OUT027,
FDO25,OUT045,
FDN50,OUT045,
FDH35,OUT035,
FDK09,OUT045,
FDO16,OUT013,
FDW11,OUT045,
FDU47,OUT027,
NCQ42,OUT010,
FDK55,OUT027,
FDN08,OUT049,
FDT57,OUT045,
FDJ12,OUT018,
DRL59,OUT017,
NCN53,OUT046,
FDO51,OUT010,
FDK56,OUT017,
FDY12,OUT035,
FDU15,OUT035,
FDQ19,OUT046,
DRF15,OUT045,
DRE25,OUT019,
FDK57,OUT018,
FDD33,OUT010,
FDR34,OUT027,
FDU04,OUT045,
FDE35,OUT019,
NCD31,OUT035,
FDJ56,OUT035,
NCU53,OUT046,
FDD39,OUT035,
NCU17,OUT019,
FDJ20,OUT046,
NCW41,OUT018,
FDL52,OUT035,
FDS39,OUT035,
DRJ47,OUT045,
FDP13,OUT010,
DRK39,OUT010,
FDF28,OUT010,
FDB09,OUT045,
FDM51,OUT046,
DRM49,OUT018,
DRF23,OUT013,
DRH01,OUT035,
FDH12,OUT027,
FDA28,OUT019,
FDW37,OUT018,
FDF02,OUT046,
DRL37,OUT046,
NCF43,OUT046,
FDH08,OUT010,
FDR34,OUT019,
NCK19,OUT049,
NCD55,OUT018,
FDT27,OUT049,
FDQ57,OUT045,
FDA47,OUT035,
DRG15,OUT027,
FDE05,OUT018,
FDN46,OUT046,
FDX27,OUT027,
FDT51,OUT045,
FDU33,OUT013,
FDJ16,OUT027,
FDD20,OUT019,
FDT36,OUT049,
DRF15,OUT027,
FDN52,OUT010,
FDC22,OUT027,
FDX15,OUT045,
FDT13,OUT013,
FDU04,OUT017,
FDU31,OUT019,
FDW59,OUT027,
NCO29,OUT046,
FDL15,OUT035,
FDI41,OUT049,
FDQ48,OUT049,
DRI39,OUT013,
FDI08,OUT013,
FDC21,OUT049,
FDF58,OUT035,
FDS08,OUT010,
FDE47,OUT045,
NCP18,OUT019,
NCR41,OUT013,
FDA27,OUT013,
FDA43,OUT035,
FDA49,OUT045,
NCE55,OUT018,
DRM49,OUT027,
FDF22,OUT027,
FDQ15,OUT018,
NCS54,OUT017,
NCY05,OUT013,
FDR45,OUT046,
FDK57,OUT049,
FDF41,OUT010,
FDV21,OUT046,
FDD51,OUT046,
FDF33,OUT046,
FDA38,OUT046,
FDR56,OUT045,
NCN41,OUT017,
FDC60,OUT027,
FDB47,OUT045,
DRH01,OUT013,
FDW08,OUT046,
FDF38,OUT027,
FDY32,OUT017,
FDG34,OUT049,
FDG47,OUT019,
NCF18,OUT035,
FDL39,OUT019,
NCH55,OUT035,
DRJ35,OUT049,
FDS44,OUT035,
DRE01,OUT018,
FDY39,OUT013,
FDY32,OUT018,
FDR33,OUT027,
NCP50,OUT049,
FDZ47,OUT018,
FDU57,OUT049,
FDY44,OUT013,
DRH59,OUT018,
FDB03,OUT027,
FDY46,OUT045,
FDM39,OUT045,
FDY36,OUT035,
NCM55,OUT035,
FDJ50,OUT010,
DRL60,OUT013,
NCJ54,OUT049,
FDX59,OUT017,
FDI07,OUT013,
DRF51,OUT010,
FDM14,OUT017,
FDP21,OUT045,
FDE40,OUT035,
FDE05,OUT035,
FDM13,OUT027,
FDC34,OUT027,
NCI55,OUT018,
NCE43,OUT018,
FDW58,OUT018,
FDG60,OUT045,
FDV31,OUT017,
FDR47,OUT013,
FDM60,OUT019,
NCF06,OUT018,
NCN26,OUT027,
FDQ59,OUT049,
FDF09,OUT046,
NCS06,OUT017,
FDT44,OUT046,
FDI19,OUT017,
FDT22,OUT017,
NCF54,OUT027,
DRG25,OUT045,
FDB59,OUT017,
FDQ37,OUT017,
FDP56,OUT035,
FDW44,OUT035,
FDJ26,OUT010,
FDU43,OUT018,
FDW33,OUT045,
NCX53,OUT027,
FDN56,OUT010,
DRF15,OUT049,
FDO33,OUT017,
FDZ39,OUT010,
NCJ19,OUT017,
FDU01,OUT035,
FDT12,OUT035,
NCM18,OUT018,
FDP19,OUT017,
NCR42,OUT049,
FDN10,OUT046,
FDG44,OUT017,
FDQ10,OUT046,
DRH13,OUT049,
FDT52,OUT013,
FDM56,OUT045,
NCO43,OUT010,
NCV29,OUT035,
NCF06,OUT013,
FDO50,OUT035,
FDT59,OUT013,
FDX40,OUT027,
FDE50,OUT017,
FDX51,OUT017,
NCD30,OUT018,
FDK15,OUT013,
FDL12,OUT045,
FDK46,OUT017,
DRH49,OUT010,
FDQ57,OUT046,
FDY59,OUT017,
FDO09,OUT018,
NCG30,OUT035,
FDM09,OUT017,
NCN17,OUT027,
NCS42,OUT013,
FDD02,OUT019,
FDE34,OUT013,
FDU38,OUT045,
FDB33,OUT046,
NCJ29,OUT017,
FDZ27,OUT035,
FDI40,OUT013,
FDG22,OUT013,
FDT51,OUT017,
FDF20,OUT018,
FDV50,OUT035,
FDT02,OUT049,
DRC49,OUT017,
FDF26,OUT049,
FDV52,OUT035,
FDX59,OUT049,
FDV25,OUT035,
FDW23,OUT027,
FDE53,OUT018,
FDA19,OUT017,
FDH22,OUT046,
NCO41,OUT013,
FDX12,OUT017,
FDF17,OUT013,
FDS11,OUT045,
FDR51,OUT035,
FDT49,OUT010,
FDC56,OUT013,
FDR13,OUT027,
FDQ60,OUT035,
FDN38,OUT049,
NCL29,OUT013,
FDO13,OUT027,
FDE26,OUT018,
FDA31,OUT010,
FDX14,OUT035,
FDA34,OUT045,
FDF26,OUT013,
FDE38,OUT045,
DRI11,OUT046,
FDQ60,OUT027,
FDL21,OUT027,
DRC12,OUT027,
FDC47,OUT046,
FDE57,OUT045,
FDT14,OUT045,
NCZ53,OUT046,
FDE28,OUT018,
FDR19,OUT035,
NCF54,OUT019,
FDZ08,OUT046,
NCJ05,OUT018,
FDF59,OUT046,
NCO05,OUT035,
FDW24,OUT018,
NCX42,OUT018,
NCA53,OUT035,
FDI45,OUT019,
FDG46,OUT046,
FDM20,OUT010,
FDW11,OUT010,
FDX08,OUT035,
NCK17,OUT035,
FDK32,OUT018,
NCA42,OUT035,
DRI01,OUT035,
NCL55,OUT049,
DRE25,OUT018,
FDD14,OUT017,
FDB10,OUT046,
DRN11,OUT035,
FDP38,OUT018,
NCA30,OUT017,
FDT15,OUT017,
NCP55,OUT018,
FDF12,OUT035,
FDM21,OUT018,
FDX56,OUT035,
FDF10,OUT017,
FDT32,OUT045,
FDM51,OUT018,
NCR50,OUT018,
FDI19,OUT049,
FDX21,OUT017,
FDR31,OUT035,
FDY02,OUT013,
NCA29,OUT045,
NCX17,OUT046,
FDM12,OUT045,
FDI53,OUT027,
NCU30,OUT049,
FDC56,OUT027,
FDK27,OUT018,
NCK18,OUT017,
FDB52,OUT019,
DRG25,OUT027,
FDZ13,OUT049,
FDB57,OUT019,
FDR40,OUT046,
NCO14,OUT019,
NCN19,OUT045,
FDQ28,OUT019,
FDO13,OUT018,
FDK48,OUT013,
FDU07,OUT018,
FDW20,OUT046,
FDV12,OUT010,
FDH24,OUT013,
FDV59,OUT049,
FDK57,OUT045,
FDL16,OUT027,
NCQ17,OUT046,
FDJ15,OUT018,
FDX24,OUT049,
FDT47,OUT046,
FDT10,OUT049,
FDZ37,OUT018,
FDW43,OUT027,
DRN36,OUT017,
FDJ14,OUT045,
FDA32,OUT013,
FDJ38,OUT019,
FDQ57,OUT017,
NCQ41,OUT019,
FDG56,OUT049,
DRC13,OUT027,
FDV55,OUT035,
FDQ49,OUT045,
FDE29,OUT010,
FDR03,OUT013,
FDD45,OUT049,
FDN38,OUT010,
FDT56,OUT046,
FDT48,OUT045,
FDU03,OUT049,
FDC56,OUT010,
NCO43,OUT027,
FDQ27,OUT017,
FDR03,OUT046,
DRH23,OUT010,
FDG22,OUT045,
NCJ42,OUT013,
FDR24,OUT046,
FDW60,OUT035,
FDJ08,OUT013,
DRL59,OUT018,
FDG60,OUT010,
FDW27,OUT017,
FDX14,OUT018,
FDC20,OUT013,
NCS29,OUT018,
FDJ56,OUT046,
FDB20,OUT019,
FDL28,OUT027,
FDW01,OUT018,
FDL03,OUT046,
FDX22,OUT049,
FDJ21,OUT035,
FDR31,OUT045,
FDG21,OUT035,
FDS22,OUT027,
FDK08,OUT035,
FDE17,OUT018,
NCN30,OUT017,
FDT50,OUT046,
NCX42,OUT049,
FDJ12,OUT035,
NCA18,OUT027,
FDP23,OUT019,
FDX12,OUT013,
FDN40,OUT018,
FDV48,OUT035,
NCY54,OUT013,
FDL16,OUT010,
FDR45,OUT018,
FDJ52,OUT046,
DRG01,OUT017,
FDP52,OUT013,
FDU58,OUT017,
FDL02,OUT045,
FDG28,OUT013,
FDA19,OUT035,
FDW46,OUT027,
NCD43,OUT049,
DRG39,OUT013,
NCF55,OUT049,
FDJ07,OUT046,
FDE08,OUT046,
FDP56,OUT019,
FDT45,OUT045,
FDF17,OUT018,
FDX44,OUT046,
FDM28,OUT027,
FDI36,OUT049,
FDS07,OUT045,
FDD36,OUT045,
FDW11,OUT046,
FDN40,OUT049,
NCQ18,OUT049,
NCQ54,OUT017,
NCS42,OUT045,
DRH39,OUT010,
FDC09,OUT027,
FDT08,OUT010,
FDC08,OUT035,
FDT20,OUT017,
FDS35,OUT035,
FDX58,OUT018,
FDW58,OUT046,
DRD27,OUT046,
FDH32,OUT019,
FDS26,OUT035,
FDQ31,OUT046,
FDP11,OUT018,
FDD58,OUT017,
FDM33,OUT045,
FDZ16,OUT049,
NCS29,OUT010,
NCM18,OUT019,
FDP11,OUT049,
NCC42,OUT017,
DRM23,OUT046,
NCN55,OUT027,
FDK46,OUT013,
FDR01,OUT046,
NCA05,OUT045,
NCP43,OUT017,
FDR12,OUT010,
FDQ01,OUT013,
FDM13,OUT046,
FDQ19,OUT017,
FDK56,OUT019,
NCX06,OUT010,
FDO56,OUT027,
FDU45,OUT045,
FDI16,OUT019,
FDL32,OUT046,
FDA07,OUT046,
FDA14,OUT045,
FDV46,OUT027,
NCO07,OUT035,
NCP41,OUT046,
FDY60,OUT018,
FDN38,OUT017,
FDO15,OUT046,
FDT60,OUT013,
FDA55,OUT035,
FDE02,OUT010,
DRJ39,OUT049,
FDV34,OUT035,
FDS20,OUT027,
FDF02,OUT027,
FDW40,OUT017,
NCB43,OUT046,
FDR58,OUT017,
DRJ59,OUT035,
NCD30,OUT017,
FDE14,OUT017,
FDC28,OUT018,
FDU16,OUT018,
NCD19,OUT035,
FDU21,OUT046,
FDV59,OUT027,
FDU03,OUT045,
FDC33,OUT010,
NCR42,OUT035,
DRH59,OUT035,
NCM31,OUT035,
FDS50,OUT035,
FDP39,OUT046,
FDQ55,OUT013,
FDV36,OUT019,
FDI05,OUT027,
FDS45,OUT027,
FDA39,OUT045,
FDC37,OUT010,
FDJ60,OUT027,
DRQ35,OUT046,
NCJ06,OUT046,
NCY42,OUT018,
DRM37,OUT049,
FDR14,OUT045,
FDE51,OUT049,
FDT33,OUT017,
FDR08,OUT013,
FDE36,OUT010,
FDL22,OUT019,
FDR44,OUT013,
FDI56,OUT019,
FDE47,OUT010,
FDV27,OUT010,
FDV10,OUT049,
FDC40,OUT045,
NCX41,OUT013,
NCQ38,OUT027,
FDV12,OUT027,
FDE52,OUT017,
FDG20,OUT027,
FDV16,OUT027,
FDI32,OUT017,
FDJ32,OUT049,
FDN39,OUT018,
FDY34,OUT017,
FDC14,OUT035,
FDA55,OUT017,
FDZ50,OUT010,
DRG13,OUT049,
FDP01,OUT013,
NCG54,OUT017,
FDM13,OUT045,
NCO18,OUT027,
NCW41,OUT013,
FDM52,OUT027,
NCF55,OUT035,
FDT09,OUT046,
NCM19,OUT035,
FDW12,OUT018,
FDP15,OUT019,
FDK36,OUT045,
FDZ25,OUT035,
NCW06,OUT049,
FDW60,OUT046,
DRC49,OUT013,
NCT17,OUT035,
NCN06,OUT018,
FDC45,OUT013,
DRJ47,OUT019,
NCF06,OUT045,
FDE21,OUT010,
DRG27,OUT013,
FDW40,OUT049,
NCO53,OUT046,
FDE23,OUT049,
FDQ16,OUT046,
FDS26,OUT045,
FDZ13,OUT010,
FDS14,OUT049,
FDC10,OUT045,
FDY16,OUT049,
FDJ20,OUT035,
FDV43,OUT035,
FDZ32,OUT027,
FDR23,OUT046,
FDN24,OUT035,
FDE34,OUT027,
FDU31,OUT013,
FDW33,OUT018,
FDU26,OUT046,
FDE20,OUT027,
NCW05,OUT035,
FDB22,OUT018,
FDO56,OUT046,
FDA19,OUT027,
DRI39,OUT045,
FDH52,OUT018,
FDZ50,OUT035,
NCN42,OUT035,
FDB53,OUT013,
DRG11,OUT017,
DRK11,OUT027,
FDQ60,OUT017,
FDT36,OUT017,
DRG25,OUT018,
DRJ23,OUT046,
FDG05,OUT035,
NCK06,OUT018,
FDU52,OUT017,
FDW07,OUT018,
NCM17,OUT045,
FDA22,OUT045,
NCA41,OUT018,
FDF38,OUT035,
FDH52,OUT046,
FDY58,OUT019,
FDZ16,OUT045,
NCM18,OUT017,
FDA22,OUT018,
NCJ43,OUT035,
FDI34,OUT027,
FDG56,OUT046,
FDS34,OUT046,
DRC01,OUT035,
FDQ04,OUT035,
FDK04,OUT035,
FDT51,OUT049,
FDV26,OUT017,
FDS04,OUT049,
FDW43,OUT018,
FDQ28,OUT010,
NCK06,OUT017,
FDS23,OUT018,
FDZ36,OUT019,
FDE56,OUT018,
FDW10,OUT027,
NCN14,OUT045,
NCQ18,OUT045,
FDW08,OUT017,
FDU43,OUT035,
FDR33,OUT010,
FDM24,OUT010,
NCZ05,OUT046,
NCV41,OUT035,
FDV11,OUT018,
NCY05,OUT035,
FDV44,OUT018,
FDW32,OUT049,
NCU18,OUT027,
NCC43,OUT035,
FDW19,OUT013,
FDN31,OUT035,
FDI48,OUT045,
FDS24,OUT017,
FDF46,OUT049,
DRG23,OUT017,
FDG14,OUT018,
NCY30,OUT049,
FDO28,OUT018,
DRD24,OUT035,
FDI33,OUT049,
FDN32,OUT046,
FDR16,OUT045,
FDF26,OUT046,
NCN29,OUT018,
FDE20,OUT045,
FDA46,OUT046,
FDU28,OUT045,
FDQ48,OUT045,
FDV36,OUT013,
FDR14,OUT018,
FDP23,OUT017,
FDP56,OUT013,
FDK48,OUT010,
FDR48,OUT046,
NCY29,OUT049,
FDM22,OUT018,
DRJ01,OUT013,
FDZ43,OUT045,
FDV03,OUT035,
FDX11,OUT027,
NCA41,OUT027,
FDE38,OUT017,
FDI27,OUT018,
FDN32,OUT013,
NCN43,OUT017,
FDB47,OUT027,
FDV03,OUT017,
NCN30,OUT045,
NCV54,OUT010,
FDV07,OUT013,
FDP07,OUT049,
FDK48,OUT018,
FDM15,OUT019,
FDY19,OUT027,
FDK46,OUT046,
FDY11,OUT045,
FDH09,OUT046,
FDO08,OUT027,
FDU14,OUT013,
FDD22,OUT027,
FDM27,OUT017,
FDL02,OUT027,
NCA17,OUT035,
FDE38,OUT019,
NCG07,OUT049,
DRC27,OUT013,
FDA27,OUT035,
FDW40,OUT045,
DRI11,OUT013,
FDN50,OUT046,
FDR12,OUT046,
FDT34,OUT027,
FDW11,OUT035,
NCO30,OUT027,
FDZ34,OUT017,
FDU45,OUT017,
NCD42,OUT035,
FDX25,OUT045,
NCR29,OUT046,
FDX43,OUT019,
FDB04,OUT010,
FDR49,OUT027,
FDS39,OUT018,
FDW58,OUT045,
FDG22,OUT019,
FDG31,OUT017,
NCV53,OUT027,
DRJ37,OUT035,
FDV07,OUT035,
FDW52,OUT018,
FDT15,OUT045,
FDD02,OUT018,
FDM16,OUT035,
NCE55,OUT046,
FDB57,OUT018,
FDQ04,OUT013,
FDQ47,OUT019,
FDY14,OUT019,
DRK37,OUT017,
FDO25,OUT017,
FDL57,OUT046,
NCK29,OUT018,
FDK46,OUT027,
NCB43,OUT010,
DRE01,OUT027,
FDC46,OUT018,
FDQ23,OUT045,
FDX38,OUT049,
FDG60,OUT018,
FDW55,OUT017,
FDP39,OUT013,
FDB20,OUT018,
FDV21,OUT017,
FDZ02,OUT013,
FDP19,OUT027,
FDA38,OUT035,
FDH22,OUT045,
DRM11,OUT045,
FDO12,OUT027,
FDT14,OUT049,
FDW34,OUT010,
FDG04,OUT027,
FDW59,OUT018,
FDR33,OUT018,
FDP32,OUT013,
FDL13,OUT027,
FDD22,OUT013,
FDV40,OUT027,
NCD55,OUT046,
FDQ20,OUT010,
FDD28,OUT045,
FDC39,OUT045,
NCR17,OUT049,
DRO35,OUT018,
FDF40,OUT049,
FDR31,OUT018,
NCQ41,OUT017,
FDP38,OUT046,
NCU54,OUT027,
FDG22,OUT018,
DRK59,OUT013,
FDC37,OUT046,
NCO42,OUT013,
NCT42,OUT017,
FDX27,OUT035,
FDV40,OUT018,
FDT45,OUT027,
FDS47,OUT019,
FDR45,OUT035,
FDB03,OUT045,
FDO49,OUT035,
FDU60,OUT027,
FDB26,OUT018,
FDB46,OUT017,
FDQ37,OUT019,
FDN03,OUT017,
NCX30,OUT045,
FDK32,OUT019,
DRM47,OUT013,
NCO02,OUT046,
FDP04,OUT013,
NCO43,OUT049,
FDD59,OUT013,
FDQ10,OUT017,
FDW45,OUT035,
NCK30,OUT049,
FDU31,OUT018,
NCQ17,OUT019,
FDN01,OUT017,
FDZ19,OUT049,
DRG37,OUT017,
FDE32,OUT045,
FDO34,OUT049,
FDM04,OUT019,
FDZ25,OUT049,
FDU08,OUT049,
NCW30,OUT045,
NCM18,OUT013,
FDS22,OUT035,
NCH18,OUT017,
FDC23,OUT013,
FDY46,OUT013,
NCU06,OUT046,
FDX57,OUT045,
FDX36,OUT027,
FDL16,OUT045,
FDT16,OUT010,
FDN16,OUT018,
FDC03,OUT046,
DRF60,OUT013,
FDS27,OUT027,
FDP33,OUT010,
FDJ36,OUT018,
NCR42,OUT013,
FDV14,OUT017,
NCP42,OUT035,
FDB50,OUT027,
NCC30,OUT027,
FDA23,OUT018,
FDW16,OUT017,
FDQ52,OUT010,
FDB58,OUT049,
NCP29,OUT049,
NCM05,OUT045,
FDO25,OUT013,
NCM54,OUT046,
NCL54,OUT046,
FDL39,OUT010,
FDF53,OUT018,
NCQ42,OUT035,
FDF58,OUT013,
FDZ04,OUT035,
FDE26,OUT019,
FDS60,OUT017,
FDV58,OUT017,
FDM04,OUT045,
FDE08,OUT035,
NCB43,OUT049,
FDU11,OUT010,
FDF22,OUT019,
FDE24,OUT013,
DRJ49,OUT046,
NCQ53,OUT035,
NCL41,OUT013,
FDR22,OUT013,
FDH04,OUT035,
DRH15,OUT045,
FDY40,OUT049,
NCI17,OUT035,
NCC18,OUT013,
FDY28,OUT027,
FDB45,OUT027,
NCL30,OUT018,
FDM10,OUT017,
FDH22,OUT027,
NCZ53,OUT017,
NCI18,OUT013,
FDH14,OUT027,
FDR36,OUT027,
FDW01,OUT045,
FDK02,OUT027,
FDJ02,OUT018,
FDU55,OUT013,
NCV18,OUT027,
FDH14,OUT018,
FDZ37,OUT045,
FDX49,OUT049,
NCD43,OUT046,
FDZ07,OUT013,
FDK43,OUT035,
FDR32,OUT018,
FDT39,OUT013,
NCV54,OUT017,
FDF38,OUT018,
FDV60,OUT046,
FDH44,OUT027,
FDS21,OUT046,
NCL41,OUT045,
FDM46,OUT017,
FDU27,OUT045,
NCJ54,OUT017,
DRG51,OUT018,
NCA29,OUT019,
FDR47,OUT045,
NCL19,OUT027,
DRG01,OUT049,
FDG10,OUT046,
NCV05,OUT049,
NCH18,OUT019,
FDV14,OUT018,
DRJ23,OUT035,
DRJ11,OUT046,
FDZ03,OUT017,
FDI27,OUT010,
FDJ14,OUT018,
FDU32,OUT017,
FDD47,OUT027,
DRF36,OUT035,
FDM21,OUT046,
FDV10,OUT018,
FDH60,OUT018,
FDX47,OUT010,
FDT19,OUT019,
FDO11,OUT045,
FDH24,OUT027,
FDL02,OUT018,
FDB02,OUT049,
FDA43,OUT046,
FDG52,OUT045,
DRC12,OUT013,
FDY37,OUT018,
NCU18,OUT045,
FDU09,OUT035,
DRJ25,OUT027,
DRE12,OUT018,
DRL47,OUT017,
DRK01,OUT046,
FDC22,OUT019,
FDG44,OUT013,
FDW04,OUT035,
FDK09,OUT049,
NCN43,OUT035,
FDG04,OUT049,
FDH32,OUT010,
DRI47,OUT017,
DRE15,OUT013,
FDY11,OUT035,
FDO60,OUT049,
FDQ20,OUT018,
FDO57,OUT027,
FDT14,OUT019,
FDA57,OUT049,
DRN35,OUT017,
FDJ03,OUT046,
FDX28,OUT017,
DRE25,OUT045,
FDR09,OUT046,
FDB23,OUT035,
FDO08,OUT045,
FDQ23,OUT049,
FDW04,OUT013,
DRK13,OUT010,
NCL17,OUT027,
FDY21,OUT035,
FDJ38,OUT027,
FDA37,OUT019,
FDV43,OUT013,
FDL36,OUT046,
FDD53,OUT045,
FDZ19,OUT010,
FDV21,OUT045,
NCL54,OUT018,
DRI47,OUT027,
DRG03,OUT049,
FDG21,OUT013,
FDW03,OUT018,
NCI55,OUT046,
DRC36,OUT019,
FDH22,OUT017,
FDV20,OUT045,
NCU41,OUT027,
FDN46,OUT027,
FDK50,OUT045,
NCA05,OUT027,
DRH01,OUT018,
FDT08,OUT018,
FDM08,OUT018,
FDZ07,OUT035,
FDS22,OUT017,
FDV35,OUT027,
FDI28,OUT010,
FDW58,OUT027,
FDT52,OUT045,
FDY34,OUT046,
FDR10,OUT046,
FDK57,OUT017,
FDR02,OUT027,
FDX49,OUT046,
FDQ20,OUT046,
DRK23,OUT045,
NCW06,OUT046,
FDR31,OUT017,
NCE43,OUT013,
DRO59,OUT027,
FDN09,OUT049,
FDR11,OUT046,
FDO57,OUT013,
NCX18,OUT017,
FDB05,OUT018,
FDQ08,OUT018,
NCG43,OUT035,
FDJ56,OUT013,
FDA13,OUT010,
FDO56,OUT017,
FDB37,OUT018,
FDZ02,OUT018,
FDQ24,OUT046,
FDM16,OUT013,
FDU35,OUT049,
FDT35,OUT035,
NCX30,OUT049,
FDG04,OUT017,
FDI12,OUT035,
FDE35,OUT035,
NCP14,OUT027,
NCY53,OUT045,
FDP49,OUT017,
FDQ04,OUT017,
FDM39,OUT035,
FDO58,OUT019,
FDC56,OUT017,
NCQ54,OUT046,
FDV10,OUT027,
NCK17,OUT046,
NCF55,OUT027,
FDV33,OUT013,
NCH29,OUT019,
FDA37,OUT027,
FDH46,OUT018,
FDS25,OUT035,
FDH04,OUT027,
FDX52,OUT046,
NCD42,OUT017,
FDW47,OUT017,
FDL25,OUT027,
NCJ06,OUT010,
FDY09,OUT013,
FDS40,OUT046,
FDH41,OUT017,
FDG38,OUT035,
FDU03,OUT027,
FDV20,OUT046,
DRB13,OUT045,
NCQ30,OUT013,
NCH06,OUT013,
FDU50,OUT018,
NCO42,OUT019,
FDW09,OUT018,
FDH04,OUT013,
FDC21,OUT045,
FDL21,OUT049,
FDM46,OUT010,
FDT22,OUT019,
FDB28,OUT035,
FDI12,OUT018,
FDA28,OUT045,
FDF59,OUT013,
FDM45,OUT027,
